Id,date,time,Username,Tweet,Language,Reply_Count,Retweet_Count,Likes_Count,Hashtags,Views
1.4991e+18,3/2/2022,21:02:15,nexta_tv,??An air alert has been declared almost throughout #Ukraine. Strong explosions are heard in #Kyiv near Borshchagovka.,en,29,501,2310,"['ukraine', 'kyiv']",57750
1.4991e+18,3/2/2022,21:02:54,nexta_tv,?? The Moscow Exchange will not open on March 3. The Central Bank has decided not to resume trading.,en,182,1004,6875,[],171875
1.4991e+18,3/2/2022,21:04:41,nexta_tv,????#Russia is expelling #US Ambassador John Sullivan.,en,94,628,3467,"['russia', 'us']",86675
1.4991e+18,3/2/2022,21:06:58,nexta_tv,"??#Ukrainian delegation is on its way to a meeting with the #Russian delegation in Belovezhskaya Pushcha, Zelensky's office said",en,117,674,4400,"['ukrainian', 'russian']",110000
1.4991e+18,3/2/2022,21:08:11,kylejglen,Not only that but good luck getting Russian troops to surrender now if they think they'll be executed anyway.,en,7,2,85,[],2125
1.4991e+18,3/2/2022,21:09:22,ralee85,Screenshots of a captured Russian MT-LB.   https://t.co/gwWhheY64q  https://t.co/SERUInSKVx,en,10,115,554,[],13850
1.4991e+18,3/2/2022,21:12:45,kyivindependent,"As Russian missiles rain down on their homes, many people of Kyiv have moved permanently into the safe shelter of the metro.    https://t.co/BouMUfxKfX",en,114,1388,6565,[],164125
1.4991e+18,3/2/2022,21:16:20,deepnetanon,@SickWorldAnon @_XSEC_ That's how Lulsec got arrested.,en,1,1,5,[],125
1.4991e+18,3/2/2022,21:18:37,ralee85,A destroyed Russian military column in Kherson Oblast.   https://t.co/KBBvWRxgHF  https://t.co/AwUYHiaNU1,en,47,457,1866,[],46650
1.4991e+18,3/2/2022,21:21:25,ralee85,Russian soldiers taking supplies from a store in Kherson yesterday.   https://t.co/t6f6Dzfv49  https://t.co/R82K0gfeoE,en,228,793,1937,[],48425
1.4991e+18,3/2/2022,21:21:36,nexta_tv,"""Putin alone chose this war."" ""It is a lie to say that this war is the fight against Nazism,"" #French President Emmanuel Macron.  https://t.co/2OcBh5l2ZR",en,137,897,6868,['french'],171700
1.4991e+18,3/2/2022,21:22:36,nexta_tv,?? #Swedish authorities said that four Russian fighter jets violated their airspace,en,326,1990,10645,['swedish'],266125
1.4991e+18,3/2/2022,21:24:33,nexta_tv,Upd. Russian Foreign Ministry denies information about expelling of the U.S. Ambassador to #Russia,en,21,195,1534,['russia'],38350
1.4991e+18,3/2/2022,21:25:50,liveuamap,"""Two Russian SU 27s and two Russian SU 24s violated Swedish airspace. The violation was short-lived and took place east of Gotland, across the sea  https://t.co/rpd6iWIZBX via @paulmcleary",en,44,318,687,[],17175
1.4991e+18,3/2/2022,21:28:15,nexta_tv,Another call of the #Russian occupier to his homeland  https://t.co/GfVot5Y5QR,en,274,2341,9833,['russian'],245825
1.4991e+18,3/2/2022,21:29:19,ralee85,"At this point, the costs of the invasion are locked in for Russia. Even if Moscow finds some sort of compromise, government sanctions will remain as will the blacklisting from private corporations. This likely affects Russia's cost-benefit analysis of continuing the war.",en,222,1438,7498,[],187450
1.49911e+18,3/2/2022,21:33:42,liveuamap,Russian missile targeted area near Ibis hotel in front of Kyiv railway station. Big heating water pipeline damaged  https://t.co/cKhl5EVrVl,en,8,148,284,[],7100
1.49911e+18,3/2/2022,21:42:26,uaweapons,"#Ukraine: The LNR separatists in Novoaidar managed to capture a Ukrainian Kozak-2 APC, 2 BTR-80 APCs, AT-105 Saxon, delivered from Britain in 2015 and used as a MEDEVAC vehicle and T-64BV tank (as claimed, already has ""Z"" spay painted to avoid friendly fire).  https://t.co/0JwbJ9MBXL",en,18,122,571,['ukraine'],14275
1.49911e+18,3/2/2022,21:45:53,liveuamap,Russian helicopter on the ground after clashes near Babyntsi village in Kyiv region  https://t.co/rNocabD4pZ  #Ukraine  https://t.co/6zx3mfhr5q,en,38,375,1198,['ukraine'],29950
1.49911e+18,3/2/2022,21:46:59,liveuamap,"Blinken: We are coordinating the delivery of defensive equipment, including anti-tank and anti-aircraft weapons, and ammunition to the Ukrainian fighters  https://t.co/ShNe799H1q via @AJABreaking #Ukraine",en,2,75,278,['ukraine'],6950
1.49911e+18,3/2/2022,21:47:47,ralee85,"Thus far, Russia hasn't achieved any significant political goals but has sustained most of the costs, so it has an incentive to continue the conflict. I think the real risk will be from growing domestic disapproval as the war continues, especially if Russia levels Kyiv. 2/",en,103,376,2718,[],67950
1.49911e+18,3/2/2022,21:49:38,uaweapons,"#Ukraine: It is claimed that during fighting yesterday near Babyntsi, #Kyiv a Russian Ka-52 was forced to crash land; it can be seen here being inspected by locals.  https://t.co/W0gdBH9cld",en,144,889,4163,"['ukraine', 'kyiv']",104075
1.49911e+18,3/2/2022,21:51:57,uaweapons,"#Ukraine: Another Russian Aircraft falls: an image has emerged of a shot down/crashed Su-25SM (Tail Number: RF-91961), apparently from recent fighting.  https://t.co/7nzrECOtAB",en,55,538,2526,['ukraine'],63150
1.49911e+18,3/2/2022,21:58:45,uaweapons,"#Ukraine: In Davidov Brod, #Kherson Oblast, another Russian supply convoy was hit, with 2 trucks containing food and other goods destroyed.  https://t.co/FhoCqfrXsB",en,36,451,1720,"['ukraine', 'kherson']",43000
1.49911e+18,3/2/2022,22:00:05,liveuamap,"The moment of the rocket strike on Kyiv, south Railway station  https://t.co/8QwwFlAzvm  https://t.co/AtpfrM4tSx via @EuromaidanPR #Ukraine",en,8,118,221,['ukraine'],5525
1.49911e+18,3/2/2022,22:00:47,ralee85,"This aircraft (RF-91961, bort # red 07) was one of the Su-25SM attack aircraft deployed from the Eastern Military District to Belarus. It was last photographed in Novosibirsk's Tolmachevo Airport in 2022. Pretty solid confirmation it was lost.  https://t.co/1Zrlyq23GG  https://t.co/IXrPTBqdKo",en,28,477,1853,[],46325
1.49911e+18,3/2/2022,22:03:14,shashj,Wildly irresponsible in this moment. Imagine if a NATO or Swedish aircraft violated Russian airspace right now.,en,67,277,1493,[],37325
1.49911e+18,3/2/2022,22:04:52,kyivindependent,"?? Russia reports 498 killed, 1,597 wounded in first report of military casualties.   According to Ukraines Defense Ministry, Russia has actually lost approximately 5,840 soldiers.",en,319,2454,12562,[],314050
1.49911e+18,3/2/2022,22:06:36,liveuamap,"Surprise here is Serbia, thank you!  https://t.co/cTAgdAdSAm",en,28,65,459,[],11475
1.49911e+18,3/2/2022,22:10:05,kyivindependent,"??Abramovich to sell Chelsea, says that he has told the team to set up a fund to deliver all net proceeds to benefit all victims of the war in Ukraine.",en,544,3582,31164,[],779100
1.49911e+18,3/2/2022,22:10:32,liveuamap,"Russian missile hit Bangladesh-flagged Bulk Carrier BANGLAR SAMRIDDHI (IMO: 9793832, MMSI: 405000241) at Olvia port  https://t.co/BkJUwdhRB8  https://t.co/Knoo5o3kp8 via @ua_industrial #Ukraine",en,90,411,675,['ukraine'],16875
1.49912e+18,3/2/2022,22:11:20,liveuamap,"Sec Blinken says that provocative rhetoric about nuclear weapons is the height of irresponsibility, calling it dangerous. ""It adds to the risk of miscalculation &amp; should be avoided,"" he says. The US is not changing its defensive posture  https://t.co/YwWmQWgSqP via @kylieatwood",en,1,27,156,[],3900
1.49912e+18,3/2/2022,22:13:28,osinttechnical,"From 18 GvShAP, based out of Luninets airbase  https://t.co/EytlV2ce99",en,12,70,421,[],10525
1.49912e+18,3/2/2022,22:14:47,nexta_tv,"??A large heating main was torn apart by a missile strike near the railway station in #Kyiv, Ukrainian media report  https://t.co/LI06uGa15J",en,26,354,1466,['kyiv'],36650
1.49912e+18,3/2/2022,22:14:57,osinttechnical,Looks like an accident  https://t.co/0AEVwRt5u2  https://t.co/fnyleex8TW,en,22,55,587,[],14675
1.49912e+18,3/2/2022,22:15:41,nexta_tv,Blinken said that the United States is ready for diplomatic work if #Moscow de-escalates the situation with #Ukraine  https://t.co/eIRSiOCg2h,en,102,320,3079,"['moscow', 'ukraine']",76975
1.49912e+18,3/2/2022,22:16:35,nexta_tv,The online store of Canon equipment announced the suspension of work in #Russia  https://t.co/kPd7PDH5ou,en,36,376,4269,['russia'],106725
1.49912e+18,3/2/2022,22:17:49,osinttechnical,"Low cloud ceilings, snow, a bit of wind, that is rarely a good recipe.",en,21,41,805,[],20125
1.49912e+18,3/2/2022,22:18:31,deepnetanon,"The Russians put my account in a blacklist. They want to mass report me until I get removed from the platform. I made my account private, for the time being.",en,38,0,966,[],24150
1.49912e+18,3/2/2022,22:19:07,liveuamap,Photo: destroyed Russian Typhoon-4x4 vehicle  https://t.co/l8ZaEoDcWO via @mil_in_ua #Ukraine  https://t.co/8aryXn5piO,en,6,136,527,['ukraine'],13175
1.49912e+18,3/2/2022,22:20:39,ralee85,"I don't think the domestic disapproval threat is that high yet, but it will likely grow as the way of life for most Russians is disrupted. Putin's decision to not mobilize the population for this conflict will also likely become a problem as it drags on.3/  https://t.co/Tz85JklEdQ",en,37,204,1787,[],44675
1.49912e+18,3/2/2022,22:22:15,kyivindependent,"??Russia fires rockets, debris hits near train station.   The Russian rocket, allegedly targeting the Ministry of Defense, was shot down by an air defense system, and its wreckage fell near Kyivs main train station.",en,135,2127,11433,[],285825
1.49912e+18,3/2/2022,22:23:20,deepnetanon,@BasedParalegal @AnonymissSnake is my alt.  I'll be posting link to discord later.,en,0,0,1,[],25
1.49912e+18,3/2/2022,22:24:01,deepnetanon,@PucksReturn They took it down already. Lol 404.  Should've taken screenshots.,en,9,0,30,[],750
1.49912e+18,3/2/2022,22:24:40,shashj,"""It may never be known how much Xi knew in advance about Putins plans. But Chinese diplomats appeared startled by Russias invasion. They were visibly squirming when approached by Western counterparts in Beijing &amp; at the UN in NY as tanks rolled [in]""  https://t.co/C21TcW0DYX",en,7,32,132,[],3300
1.49912e+18,3/2/2022,22:25:21,liveuamap,Uspensky Cathedral in Kharkiv was damaged in Russian missile attack  https://t.co/5WhlxRmPVr  #Ukraine,en,2,51,111,['ukraine'],2775
1.49912e+18,3/2/2022,22:25:31,liveuamap,"Special Operation Forces of Ukraine warns Russian artillerymen, that after attacks on civilian population they will be no longer taken as POWs  https://t.co/5Z11YETgjs  #Ukraine",en,39,218,649,['ukraine'],16225
1.49912e+18,3/2/2022,22:27:15,liveuamap,@MajikaZulJin @ua_industrial Before,en,1,1,13,[],325
1.49912e+18,3/2/2022,22:28:24,shashj,Meanwhile:  https://t.co/kSEkuGxvN0,en,4,19,188,[],4700
1.49912e+18,3/2/2022,22:31:03,shashj,"""A Western intelligence report said senior Chinese officials told senior Russian officials in early February not to invade Ukraine before the end of the Winter Olympics in Beijing, according to senior Biden administration officials and a European official""  https://t.co/8nZYAfRC5g",en,13,64,174,[],4350
1.49912e+18,3/2/2022,22:31:08,osinttechnical,"Per @JoshNBCNews-  Two Western officials tell NBC that about 5,800 Russians have been killed, but the numbers are very hard to pin down.   One US official says estimates range from 500 to 5,000",en,47,117,960,[],24000
1.49912e+18,3/2/2022,22:31:12,uaweapons,"#Ukraine: In Novotoshkivsky, #Luhansk, Ukrainian Artillery took out what is likely to be a 9K35 Strela-10 SAM system, two transport trucks, an MT-LBu, and a MBT, likely to be T-72B or similar.   These are said to be operated by LNR forces.  https://t.co/d6W75SFfJC",en,23,268,1226,"['ukraine', 'luhansk']",30650
1.49912e+18,3/2/2022,22:31:24,osinttechnical,In effect the numbers are up in the air.,en,13,16,444,[],11100
1.49912e+18,3/2/2022,22:31:30,ralee85,"Ultimately, dogged resistance from Zelensky and Ukrainians has made Russia's political goals very difficult to achieve. If Russia goes scorched earth on Kharkiv and Kyiv, it is hard to see how it could install a leader who would receive any support or approval from Ukrainians. 4/",en,73,246,2150,[],53750
1.49912e+18,3/2/2022,22:33:33,osinttechnical,"Apparently, the crash site is in a relatively inaccessible area, crews finding it hard to get there",en,12,44,695,[],17375
1.49912e+18,3/2/2022,22:34:45,liveuamap,Romanian media reporting that a Romanian MiG-21 disappeared off radar &amp; the IAR 330 that was sent out to search for the missing MiG-21 also disappeared from radar  https://t.co/IENGqa4GfV via @air_intel,en,40,219,472,[],11800
1.49912e+18,3/2/2022,22:36:59,osinttechnical,"According to the Romanian military, the pilot reported adverse weather conditions and had been ordered back to base just before the crash.   I think we have our answer. A terrible crash, and I pray for everyone involved.",en,59,174,1763,[],44075
1.49912e+18,3/2/2022,22:41:20,uaweapons,@CyrilAimery @michaeldweiss We believe so.,en,0,1,1,[],25
1.49912e+18,3/2/2022,22:44:07,kylejglen,The 5 countries that voted against the UN resolution today to condemn Russia (Russia/Belarus/Syria/North Korea/Eritrea). Their leaders (or families of their leaders) have been in power for over 175 years combined.,en,7,64,233,[],5825
1.49913e+18,3/2/2022,22:51:11,nexta_tv,"??In the short period since Putin's invasion of #Ukraine, leading #Russian companies have shown a catastrophic level of decline  https://t.co/nSFIjPdFOl",en,70,453,3173,"['ukraine', 'russian']",79325
1.49913e+18,3/2/2022,22:51:16,shashj,"@GavinELHall It specifically says Swedish airspace, not ADIZ.",en,2,0,7,[],175
1.49913e+18,3/2/2022,22:56:02,kylejglen,"@WCisur It is a solid argument, thanks.",en,0,0,11,[],275
1.49913e+18,3/2/2022,22:57:26,ralee85,"5,800 sounds high to me, but, even if we are talking about half that figure, these are far greater losses than the Russian military has sustained in previous conflicts under Putin's leadership. Russia lost more than 3,000 troops during the 2nd Chechen War but over several years.",en,173,538,2786,[],69650
1.49913e+18,3/2/2022,22:58:24,osinttechnical,Working on locating,en,15,18,468,[],11700
1.49913e+18,3/2/2022,23:05:40,konrad_muzyka,@alaripemg I didn't know this. Thanks!,en,0,0,5,[],125
1.49913e+18,3/2/2022,23:07:46,ralee85,"Not to mention, the farther the Russian military pushes into Ukraine, the more exposed its supply lines will become and the easier it will be for insurgents to target isolated Russian units. It seems many of Russia's casualties have come from supply convoys that were ambushed.",en,73,326,2211,[],55275
1.49913e+18,3/2/2022,23:08:12,liveuamap,Protesters in Saint Petersburg were detained by police for attending a rally against Russia's invasion of Ukraine   https://t.co/2uGOT5mAEq  https://t.co/l4RRhW3GVy via @Reuters #Ukraine,en,24,131,415,['ukraine'],10375
1.49913e+18,3/2/2022,23:14:26,the_lookout_n,@JulianRoepcke @UAWeapons @michaeldweiss @RALee85 @Mortis_Banned The 18th Assault Aviation Regiment is flying from Belarus. Deployed as part of the Eastern MD grouping.,en,2,2,46,[],1150
1.49913e+18,3/2/2022,23:18:40,hannaliubakova,"Ukrainian intelligence reported that Russian soldiers were sent to #Ukraine with rations for only three days. Apparently, there is literally not enough food. People post videos showing soldiers in Russian uniforms stealing food from stores. Sometimes they eat it on the spot  https://t.co/jusBR3GO3a",en,199,2447,7594,['ukraine'],189850
1.49913e+18,3/2/2022,23:22:53,nexta_tv,?? At least 227 civilians killed and 525 injured in #Ukraine since Feb 24   Information from the Office of the United Nations High Commissioner for Human Rights,en,39,345,2001,['ukraine'],50025
1.49913e+18,3/2/2022,23:23:47,nexta_tv,"??Data on the crimes of the #Russian Federation in #Ukraine were transferred to the International Criminal Court by 38 countries, according to the #British Foreign Office",en,34,755,5031,"['russian', 'ukraine', 'british']",125775
1.49913e+18,3/2/2022,23:24:55,nexta_tv,#Ukrainian telegram channels report that two missiles of #Russian invaders hit the headquarters of the #Kharkiv Territorial Defense  https://t.co/cllQoguLZ3,en,58,689,2546,"['ukrainian', 'russian', 'kharkiv']",63650
1.49913e+18,3/2/2022,23:26:40,nexta_tv,"??#Ukraine has received a second batch of Javelin anti-tank missile systems from #Estonia, according to the Estonian Ministry of Defense",en,97,1040,9797,"['ukraine', 'estonia']",244925
1.49913e+18,3/2/2022,23:27:29,nexta_tv,"#German authorities have confiscated the 156-meter yacht of sanctioned Alisher Usmanov, worth about $600 million, Forbes reports.  https://t.co/DRUFkXWPOJ",en,311,1552,11496,['german'],287400
1.49913e+18,3/2/2022,23:28:29,shashj,Difficult to know what Russia hopes all this will achieve. Is the aim to give the general appearance of unpredictability and recklessness in the hope that others will back off to avoid escalation? All it's achieving is hardening diplomatic consensus.  https://t.co/MQQuvh0hdz,en,14,42,215,[],5375
1.49913e+18,3/2/2022,23:29:11,shashj,@outsh1ned You know it's authentic because no-one in Ukraine has time to draw up that diagram.,en,1,0,11,[],275
1.49914e+18,3/2/2022,23:32:36,uaweapons,"#Ukraine: In efforts to avoid unwanted attention, Russian Forces are disguising their fuel trucks as simple supply trucks, as locals discovered recently.  https://t.co/tpO1amBG7t",en,70,788,2587,['ukraine'],64675
1.49914e+18,3/2/2022,23:39:20,uaweapons,@tom_bullock_ We're perfectly aware; just thought it was interesting.,en,2,3,29,[],725
1.49914e+18,3/2/2022,23:40:14,shashj,"""two Western officials told NBC News that about 5,800 Russians have been killed. One U.S. official, however, cautioned that the estimates are extremely difficult to pin down in the fog of war and have ranged from as low as 500 to more than 5,000.""  https://t.co/4yNjYdT79W",en,11,30,101,[],2525
1.49914e+18,3/2/2022,23:42:28,nexta_tv,??#Ukrainian intelligence also reports that Putin is going to impose martial law in #Russia on March 4,en,330,2151,7118,"['ukrainian', 'russia']",177950
1.49914e+18,3/2/2022,23:44:40,kyivindependent,"??Russian navy hits foreign ship docked in Mykolaiv Oblast.   According to the Infrastructure Ministry, one crew member was killed due to the missile attack.",en,178,2013,7993,[],199825
1.49914e+18,3/2/2022,23:46:28,nexta_tv,"??Now it's official: EA Sports FIFA announces that it is removing the #Russian national team and all Russian soccer clubs from the games FIFA 22, Fifa Mobile and FIFA Online.",en,133,965,8764,['russian'],219100
1.49914e+18,3/2/2022,23:47:48,kyivindependent,?? JP Morgan: Russia risks default on public debt.  Russia is to pay off more than $700 million in government bonds this month.,en,334,4772,27011,[],675275
1.49914e+18,3/2/2022,23:59:45,shashj,"Good time for self-audit. Things I expected, but got wrong: 1. Russian defence reforms since Georgia ? effective, well-oiled force 2. War would open with shock &amp; awe 3. Russia would quickly gain air superiority 4. Ukraine would struggle to hold out 5. Arms supply would be covert",en,101,247,2227,[],55675
1.49914e+18,3/3/2022,0:00:00,liveuamap,Kharkiv: air strike targeted a building at Mirnositska street  https://t.co/NVtJKM0Bvg  via @ATS_company_  https://t.co/RC6ZNxO1ba,en,12,150,266,[],6650
1.49914e+18,3/3/2022,0:02:03,shashj,@paddyw32 That is likely.,en,2,0,69,[],1725
1.49914e+18,3/3/2022,0:08:15,shashj,"@ciaranmartinoxf: ""important lessons of cyber realism ... about the limitations of cyber capabilities. For the reasons already explained, cyber capabilities give neither side a big red button to decisively alter the course of events.""  https://t.co/w6kugy",en,0,3,2,[],50
1.49914e+18,3/3/2022,0:09:04,shashj,"@berg_update I mean, I am not sure *anyone* thought there would be widespread use of civilian radios. How do you account for that level of sloppiness?",en,16,3,306,[],7650
1.49914e+18,3/3/2022,0:09:38,shashj,"@willpatterson27 From what I have seen of @CITeam_en reports, yes. But cannot speak to prevalence of it.",en,0,0,4,[],100
1.49915e+18,3/3/2022,0:10:09,shashj,"@ben_shore It might yet happen, though I am decreasingly sure. I think it's made a positive difference to Ukrainian morale.",en,2,0,137,[],3425
1.49915e+18,3/3/2022,0:10:31,shashj,"@JonathanBoff Thanks, Jonathan. Sage advice, and I shall duly turn in.",en,0,0,18,[],450
1.49915e+18,3/3/2022,0:11:42,shashj,@0x0nyandesu @AlanPennue @SashoTodorov1 That did not make a substantive difference.,en,1,0,1,[],25
1.49915e+18,3/3/2022,0:15:08,shashj,"@krakek1 Even if they succeed in reducing those centresand I agree they willdon't you think we've still seen plenty of evidence of shortcomings, or at least noteworthy holding-back of capabilities &amp; their use? I mean reducing a city is something pre",en,1,0,27,[],675
1.49915e+18,3/3/2022,0:15:19,kyivindependent,"??Kherson Mayor Kolykhaev: The city is surrounded.  According to Kherson mayor Igor Kolykhaev, the situation in the southern regional capital is tense with Russian troops entering the city and taking administrative buildings.",en,188,2015,8655,[],216375
1.49915e+18,3/3/2022,0:16:13,shashj,@DamienMust @0x0nyandesu @AlanPennue @SashoTodorov1 Turkish transfer of TB2s.,en,1,0,3,[],75
1.49915e+18,3/3/2022,0:16:46,deepnetanon,"I've been warned that a Russian #Ransomware gang has threatened #Anonymous and is coming to Telegram to take out groups and accounts. Possible doxxing, on both sides, coming soon.  The cyber war continues.",en,13,2,475,"['ransomware', 'anonymous']",11875
1.49915e+18,3/3/2022,0:17:53,kyivindependent,"??38 countries urge ICC to investigate Russias war crimes.  According to U.K. Prime Minister Boris Johnson, this is the largest ever referral to the International Criminal Court. We are crystal clear that Putin cannot commit these horrific acts with impunity, Johnson wrote.",en,164,2340,12406,[],310150
1.49915e+18,3/3/2022,0:18:54,shashj,"@SnellArthur @Samfr @APHClarkson I expected (and still expect) severe difficulties with occupation, and in fact even urban warfare to get to that point seems likely to be exceedingly challenging. But I thought first phase of war would go more smoothly.",en,0,1,7,[],175
1.49915e+18,3/3/2022,0:21:53,thestudyofwar,Here is the latest #map from @TheStudyofWar and @criticalthreats tracking #Russian control of terrain in #Ukraine.  https://t.co/3y1I2Um9KA,en,49,773,1294,"['map', 'russian', 'ukraine']",32350
1.49915e+18,3/3/2022,0:22:04,shashj,"@krakek1 I'm not saying Russian military is a failure or that the invasion is a failure (though both may end up being true after a certain period of time). I am more saying that I expected a different, more modern, more speedy sort of warfare.",en,2,2,13,[],325
1.49915e+18,3/3/2022,0:23:50,shashj,@redbeardydom I thought there would be more concern about escalation risks.,en,2,0,22,[],550
1.49915e+18,3/3/2022,0:26:49,shashj,"@Samfr I was perhaps in weird situation of being right in thinking it would very likely happen, wrong in thinking that first phase would go well, and ... let's see about my expectation of quagmire in long-run.",en,1,0,17,[],425
1.49915e+18,3/3/2022,0:29:47,kyivindependent,??Anti-corruption authorities: No need to declare Russian tanks as income.  The National Agency for the Protection against Corruption said that captured Russian equipment should not be declared to tax authorities because the value of this crap does not exceed 100 living wages.,en,209,2869,17905,[],447625
1.49915e+18,3/3/2022,0:29:53,deepnetanon,@FearAnonTruth @PucksReturn I didn't.,en,1,0,0,[],0
1.49915e+18,3/3/2022,0:37:23,liveuamap,"Maryna Fenina, a national member of the OSCE Special Monitoring Mission to Ukraine, died in shelling in Kharkiv yesterday  https://t.co/i1teNYBwmb via @PLinOSCE #Ukraine  https://t.co/gQBfIuv2ab",en,11,188,368,['ukraine'],9200
1.49915e+18,3/3/2022,0:37:59,nexta_tv,"?????? An employee of the OSCE Special Monitoring Mission to #Ukraine, Marina Fenina, died in the shelling of #Kharkiv, the #OSCE Secretariat in #Vienna reported",en,62,824,3010,"['ukraine', 'kharkiv', 'osce', 'vienna']",75250
1.49915e+18,3/3/2022,0:39:32,nexta_tv,"The World Bank has stopped all its programs in #Russia and #Belarus, Reuters reports.  https://t.co/Ur0zw3rxut",en,26,491,3466,"['russia', 'belarus']",86650
1.49915e+18,3/3/2022,0:40:45,nexta_tv,"?? The international rating agency Fitch downgraded #Russia's long-term rating from ""BBB"" to ""B""  BBB - sufficient level of creditworthiness; B - Significantly insufficient level of creditworthiness  https://t.co/spcSJUTaeb",en,78,681,3461,['russia'],86525
1.49915e+18,3/3/2022,0:42:40,nexta_tv,The MiG-21 Lancer of the #Romanian Air Force crashed in Constanta County. The Ministry of Defense of Romania confirmed the fact of the crash.  The preliminary cause of the crash is adverse weather conditions.  https://t.co/fexVLUMLqZ,en,117,447,1951,['romanian'],48775
1.49915e+18,3/3/2022,0:43:21,nexta_tv,??Video from the crash site  https://t.co/JreNI47Xhd,en,27,230,1256,[],31400
1.49915e+18,3/3/2022,0:44:41,deepnetanon,"@Iferrorresume At this point, I'm not sure. There's a lot of chaos right now on the internet. Both sides are taking down sites and breaching data.",en,0,0,24,[],600
1.49915e+18,3/3/2022,0:45:34,nexta_tv,"??In addition, 40 minutes after the disappearance of the LanceR aircraft, an IAR-330 Puma helicopter flew out to search. But the connection with him also disappeared. Later it became known that the helicopter also crashed. There were five people on board the helicopter.",en,75,171,1314,[],32850
1.49915e+18,3/3/2022,0:48:08,konrad_muzyka,"Unless Ukrainians counterattack, Russian forces will reach the western outskirts of Kyiv (and the Boryspil Airport) within a couple of days.  https://t.co/0RNQovJ2iH",en,14,59,145,[],3625
1.49915e+18,3/3/2022,0:48:26,uaweapons,"#Ukraine: A Russian 9N235 submunition made in 2019 which failed to explode in #Avdiivka, as well as remains of a 9M55K cargo rocket, with submunitions dispensed. Although no one was killed, such strikes in civilian areas are very grave.  Note: Do NOT approach UXO such as this!  https://t.co/271lxjce3G",en,26,321,1118,"['ukraine', 'avdiivka']",27950
1.49916e+18,3/3/2022,0:52:19,thestudyofwar,Click here to read the report that accompanies this map:  https://t.co/hdLv2WmHZh,en,0,45,98,[],2450
1.49916e+18,3/3/2022,0:53:22,kyivindependent,??Correction: Ukrainian special forces will no longer capture Russian artillerymen.  The command of Ukraines Special Operations Forces has warned that it will not spare Russian artillerymen in response to their brutal shelling of civilians and cities.,en,1053,4129,24743,[],618575
1.49916e+18,3/3/2022,0:58:31,nexta_tv,??????Zelensky reported about 9 thousand dead #Russians in 1 week of war,en,362,1672,10948,['russians'],273700
1.49916e+18,3/3/2022,0:59:03,konrad_muzyka,"Here is a sample of what I include in the Ukraine Conflict Monitor. Yesterday's issue, free access.  https://t.co/QKwJ95sdva",en,2,26,83,[],2075
1.49916e+18,3/3/2022,1:01:15,liveuamap,Romanian Defense Ministry: MiG-21 crashes due to bad weather  https://t.co/a8MIWCskWW via @AlArabiya_Brk,en,12,36,114,[],2850
1.49916e+18,3/3/2022,1:09:43,shashj,"@mattyglesias I dont think its just, or even mainly, plaudits. I think its as much a desire to publicly affirm and validate the Ukrainian government as the legitimate authority, to forestall perception of a government teetering on edge, and to elevate ",en,3,2,48,[],1200
1.49916e+18,3/3/2022,1:17:22,liveuamap,"Bombardment targeted residential area of Izyum, there at least 3 killed civilians - Deputy Mayor of Izyum  https://t.co/TrOUhpW4Y4  #Ukraine",en,3,62,126,['ukraine'],3150
1.49916e+18,3/3/2022,1:21:08,liveuamap,"Biden:Putin thought the West and NATO wouldn't respond  and he thought he could divide us at home. He was wrong. We countered Russia's lies with truth. And now, the free world is holding him accountable  https://t.co/90Frmttadz via @POTUS #Ukraine",en,10,66,281,['ukraine'],7025
1.49916e+18,3/3/2022,1:21:45,liveuamap,Photo: Damage to residential apartments block hit in airstrike in Izyum  https://t.co/oL2oCNV72x  #Ukraine  https://t.co/iIPM3EtSf1,en,5,72,160,['ukraine'],4000
1.49916e+18,3/3/2022,1:22:07,nexta_tv,"The #Ukrainian city of #Izyum (#Kharkiv region) has been hit by shelling, killing at least three civilians, according to deputy mayor Volodymyr Matsokin. The attack hit an apartment building and a private house, the city's deputy mayor, Volodymyr Matsokin, said.  https://t.co/AEzEdPpYbl",en,58,566,1901,"['ukrainian', 'izyum', 'kharkiv']",47525
1.49916e+18,3/3/2022,1:23:57,kyivindependent,"??Maryna Fenina, national member of the OSCE Special Monitoring Mission to Ukraine died on March 1 in a shelling while delivering supplies to her family in Kharkiv.   The OSCE has denounced Russias military action in Ukraine and strongly condemns its shelling of civilian areas.",en,120,1894,7894,[],197350
1.49916e+18,3/3/2022,1:27:02,kyivindependent,??Air raid alert in Kyiv.   Residents are asked to go to the nearest shelter.,en,135,1330,7093,[],177325
1.49917e+18,3/3/2022,1:32:01,osinttechnical,YouTube just recommended this video to me  https://t.co/EqcopE12We,en,47,271,3263,[],81575
1.49917e+18,3/3/2022,1:34:53,osinttechnical,The entire episode there actually captured a very interesting time in Ukraine just before the Maiden revolution.,en,8,18,847,[],21175
1.49917e+18,3/3/2022,1:37:21,nexta_tv,??The SWIFT company confirmed that it will disconnect the #EU-sanctioned #Russian banks from the international payment system on March 12,en,201,864,5656,"['eu', 'russian']",141400
1.49917e+18,3/3/2022,1:39:14,osinttechnical,"200 US Stingers have already been delivered to Ukraine, and hundreds more are in the process of being sent.",en,35,220,1319,[],32975
