,id,created_at,date,time,username,name,tweet,language,mentions,photos,replies_count,retweets_count,likes_count,hashtags,link,retweet,video,reply_to,views_count,sentiment
3473,1.50055e+18,2022-03-06 21:06:12 GTB Standard Time,3/6/2022,21:06:12,osinttechnical,OSINTtechnical,Textbook ambush by light infantry against armored forces,en,[],[],247,1483,10814,[],https://twitter.com/Osinttechnical/status/1500548316731432968,False,0,[],270350,0.7267138744050832
3475,1.50055e+18,2022-03-06 21:07:54 GTB Standard Time,3/6/2022,21:07:54,hannaliubakova,Hanna Liubakova,Belarusians join the Ukrainian forces and help defend their country from the Russian invasion and war. My friends are among them  https://t.co/IW5v4jIYpD,en,[],"['https://pbs.twimg.com/media/FNMFIE7XEAIxqg4.jpg', 'https://pbs.twimg.com/media/FNMFIE2XoAYrt97.jpg', 'https://pbs.twimg.com/media/FNMFIE0XMAIUnUi.jpg']",198,3149,19138,[],https://twitter.com/HannaLiubakova/status/1500548743858380805,False,1,[],478450,1.9530560515014626
3477,1.50055e+18,2022-03-06 21:15:45 GTB Standard Time,3/6/2022,21:15:45,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: A Russian T-72B3 Obr 2016 (Commonly known as T-72B3M) was captured in the vicinity of #Mariupol, with crew killed.  https://t.co/Pn8W37oZ6J",en,[],['https://pbs.twimg.com/media/FNMGxYsXoAIS2uU.png'],36,475,2874,"['ukraine', 'mariupol']",https://twitter.com/UAWeapons/status/1500550719421751303,False,1,[],71850,5.570057370909189
3478,1.50055e+18,2022-03-06 21:16:34 GTB Standard Time,3/6/2022,21:16:34,liveuamap,Liveuamap,Consulate of Azerbaijan in Kharkiv heavily damaged  https://t.co/mpSiUU6oFM  #Ukraine  https://t.co/AAmUE8wip5,en,[],"['https://pbs.twimg.com/media/FNMHGikWYAY6g_k.jpg', 'https://pbs.twimg.com/media/FNMHG0oXIAIk_XB.jpg', 'https://pbs.twimg.com/media/FNMHHC4XwAAs-JK.jpg', 'https://pbs.twimg.com/media/FNMHHUkX0AMHKkg.jpg']",9,167,356,['ukraine'],https://twitter.com/Liveuamap/status/1500550925525688321,False,1,[],8900,1.3459315411266979
3480,1.50055e+18,2022-03-06 21:31:28 GTB Standard Time,3/6/2022,21:31:28,hannaliubakova,Hanna Liubakova,"Belarusians are against Russian invasion and war in Ukraine. To some extent,#Belarus is under occupation. Last Sunday, nearly 1000 people have been detained,protesting against the war. Those who sabotage or destroy roads and railways are accused of terrorism. #WeStandWithUkraine  https://t.co/4TLJ0AEUHK",en,[],[],489,2980,9368,"['belarus', 'westandwithukraine']",https://twitter.com/HannaLiubakova/status/1500554677422899202,False,1,[],234200,5.120195970210357
3482,1.50056e+18,2022-03-06 21:37:48 GTB Standard Time,3/6/2022,21:37:48,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: In Sievierodonetsk, #Luhansk Oblast, the Ukrainian military attacked a column of LNR forces, (Possibly higher tier units) destroying two BMP-2, a transport truck, and a unarmoured vehicle.  https://t.co/QOBHRhHBF1",en,[],"['https://pbs.twimg.com/media/FNML5X9WQAgJqxT.png', 'https://pbs.twimg.com/media/FNML5-cWUAoEptG.jpg', 'https://pbs.twimg.com/media/FNML63rXoAAM9HP.jpg', 'https://pbs.twimg.com/media/FNML7ihX0AEl0xt.jpg']",61,554,2918,"['ukraine', 'luhansk']",https://twitter.com/UAWeapons/status/1500556270834700290,False,1,[],72950,1.7684736018019456
3483,1.50056e+18,2022-03-06 21:47:43 GTB Standard Time,3/6/2022,21:47:43,liveuamap,Liveuamap,Polish Border guards: At 8 PM CET the number of refugees who entered Poland from Ukraine surpassed 1 million  https://t.co/QJOVVhkgLz via @KarolDarmoros #Ukraine,en,"[{'screen_name': 'karoldarmoros', 'name': 'karol darmoros ????', 'id': '294059928'}]",[],5,99,226,['ukraine'],https://twitter.com/Liveuamap/status/1500558764566532097,False,0,[],5650,3.1360473223259397
3484,1.50056e+18,2022-03-06 21:49:57 GTB Standard Time,3/6/2022,21:49:57,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: Two Ukrainian T-64BV tanks were captured by the Russian army near #Chernihiv.  https://t.co/Noy9aVsBUN,en,[],"['https://pbs.twimg.com/media/FNMOvCVXwAM0oui.jpg', 'https://pbs.twimg.com/media/FNMOv0ZXEAwIsR3.jpg']",23,160,718,"['ukraine', 'chernihiv']",https://twitter.com/UAWeapons/status/1500559329832886274,False,1,[],17950,2.020312495620649
3486,1.50056e+18,2022-03-06 21:55:43 GTB Standard Time,3/6/2022,21:55:43,uaweapons,???? Ukraine Weapons Tracker,"Our apologies, one of these was a BMP-1 variant (Often BRM-1K), not BMP-2.  https://t.co/cAfUXRqsMj",en,[],['https://pbs.twimg.com/media/FNMP_70WUAIFwZo.jpg'],23,107,910,[],https://twitter.com/UAWeapons/status/1500560779048894469,False,1,[],22750,3.018173535006202
3488,1.50056e+18,2022-03-06 22:01:21 GTB Standard Time,3/6/2022,22:01:21,liveuamap,Liveuamap,"Monitoring of military airfields in Belarus indicates that two more Russian A-50s intelligence aircraft (AWACS) arrive at Baranovichi air base, about 420 km from the Kyiv  https://t.co/4zN3VdjJAq via @ImageSatIntl  https://t.co/1Rulhop2A8",en,"[{'screen_name': 'imagesatintl', 'name': 'imagesat intl.', 'id': '824162556256415746'}]",['https://pbs.twimg.com/media/FNMRXQxWUAgod6U.jpg'],4,144,294,[],https://twitter.com/Liveuamap/status/1500562195343720458,False,1,[],7350,4.860507629416432
3489,1.50056e+18,2022-03-06 22:08:47 GTB Standard Time,3/6/2022,22:08:47,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: In #Mykolaiv, an (unarmoured) Russian vehicle was hit by Ukrainian forces, with two RPO-A thermobaric launchers and two RPG-26 captured.  https://t.co/Vgu912QQ8v",en,[],"['https://pbs.twimg.com/media/FNMS994WQAUIigJ.jpg', 'https://pbs.twimg.com/media/FNMS-izWUAMfJXp.jpg', 'https://pbs.twimg.com/media/FNMS_RiWUAUERjs.jpg']",24,277,1660,"['ukraine', 'mykolaiv']",https://twitter.com/UAWeapons/status/1500564066246574081,False,1,[],41500,2.851607912821147
3490,1.50057e+18,2022-03-06 22:16:27 GTB Standard Time,3/6/2022,22:16:27,hannaliubakova,Hanna Liubakova,American Express is suspending all operations in Russia and #Belarus. Globally issued American Express cards will no longer work at merchants or ATMs in both countries. Visa and Mastercard have previously announced that they will also suspend all operations in #Russia  https://t.co/NvgK9wEiiX,en,[],['https://pbs.twimg.com/media/FNMUhQNXwAwk64i.jpg'],14,119,473,"['belarus', 'russia']",https://twitter.com/HannaLiubakova/status/1500565995727069188,False,1,[],11825,3.656519764766689
3495,1.50057e+18,2022-03-06 22:21:09 GTB Standard Time,3/6/2022,22:21:09,kofmanmichael,Michael Kofman,Actually have seen a few signs of Kh-31P anti-radar missiles used in this war.,en,[],[],18,91,577,[],https://twitter.com/KofmanMichael/status/1500567177740656646,False,0,[],14425,1.8180487249295567
3497,1.50057e+18,2022-03-06 22:22:26 GTB Standard Time,3/6/2022,22:22:26,ralee85,Rob Lee,Another video of strike on the Russian D-30 howitzer batteries in Mikolaiv. 2/  https://t.co/qgI2qLpmO6  https://t.co/YY8Ll7wPcI,en,[],[],5,107,602,[],https://twitter.com/RALee85/status/1500567502325260293,False,1,[],15050,2.989213145459991
3498,1.50057e+18,2022-03-06 22:25:53 GTB Standard Time,3/6/2022,22:25:53,ralee85,Rob Lee,Another ambushed Russian formation in Kharkiv including at least two Tigr-M vehicles.   https://t.co/VtqGBHzmmd  https://t.co/vIRu4ZSaQm,en,[],"['https://pbs.twimg.com/media/FNMW-jBWYAQ3i8H.jpg', 'https://pbs.twimg.com/media/FNMW-i-X0AEKLg4.jpg', 'https://pbs.twimg.com/media/FNMW-i-XIAUWyej.jpg']",30,225,1157,[],https://twitter.com/RALee85/status/1500568369749438464,False,1,[],28925,1.3747361520773596
3501,1.50057e+18,2022-03-06 22:28:37 GTB Standard Time,3/6/2022,22:28:37,ralee85,Rob Lee,A captured Russian Tigr-M with an Arbalet-DM in service with Ukraine.   https://t.co/2LA1qAWdYs  https://t.co/reQ4SQ1p0n,en,[],['https://pbs.twimg.com/media/FNMXmkzXoAcd686.jpg'],43,575,3896,[],https://twitter.com/RALee85/status/1500569056843337731,False,1,[],97400,0.897831701245535
3503,1.50057e+18,2022-03-06 22:33:48 GTB Standard Time,3/6/2022,22:33:48,ralee85,Rob Lee,Videos of destroyed Ukrainian tanks in Novoaydar.   https://t.co/kBL1dEuYQ7  https://t.co/STjz2ClXRe,en,[],[],23,144,538,[],https://twitter.com/RALee85/status/1500570361959784454,False,1,[],13450,-0.05045938155157553
3504,1.50057e+18,2022-03-06 22:34:47 GTB Standard Time,3/6/2022,22:34:47,ralee85,Rob Lee,Destroyed Ukrainian tanks in Severodonetsk. 2/  https://t.co/kBL1dEuYQ7  https://t.co/0GZQ5koOEh,en,[],[],6,76,245,[],https://twitter.com/RALee85/status/1500570611114033152,False,1,[],6125,0.8837205489056426
3508,1.50057e+18,2022-03-06 22:42:12 GTB Standard Time,3/6/2022,22:42:12,ralee85,Rob Lee,Members of the Ukrainian Police KORD special purpose unit engaging Russian tanks with RPG-7.   https://t.co/GOHRsHGaX6  https://t.co/HOdmT5QBxL,en,[],[],135,993,4676,[],https://twitter.com/RALee85/status/1500572478480994310,False,1,[],116900,1.7353893177227329
3509,1.50057e+18,2022-03-06 22:42:35 GTB Standard Time,3/6/2022,22:42:35,liveuamap,Liveuamap,Advisor to office of President of Ukraine urges western partners to provide Ukraine with air defense capabilities/aircraft before it is too late  https://t.co/kLKZejPHgZ via @Podolyak_M #Ukraine,en,"[{'screen_name': 'podolyak_m', 'name': '??????? ???????', 'id': '1498176452084256772'}]",[],2,61,221,['ukraine'],https://twitter.com/Liveuamap/status/1500572572919943174,False,0,[],5525,3.878912874642499
3511,1.50057e+18,2022-03-06 22:46:42 GTB Standard Time,3/6/2022,22:46:42,liveuamap,Liveuamap,Netflix is suspending its service in Russia  https://t.co/Wq3ltosZEY via @Lucas_Shaw #Russia,en,"[{'screen_name': 'lucas_shaw', 'name': 'lucas shaw', 'id': '318218261'}]",[],15,93,415,['russia'],https://twitter.com/Liveuamap/status/1500573607809978370,False,0,[],10375,0.38285712064745514
3512,1.50057e+18,2022-03-06 22:46:50 GTB Standard Time,3/6/2022,22:46:50,osinttechnical,OSINTtechnical,"Russian supply truck taken by Ukrainian forces, tires absolutely chewed up  https://t.co/HGDnQz1Wdp",en,[],[],102,728,5331,[],https://twitter.com/Osinttechnical/status/1500573643360854016,False,1,[],133275,1.6067357972981156
3513,1.50057e+18,2022-03-06 22:47:11 GTB Standard Time,3/6/2022,22:47:11,ralee85,Rob Lee,"Apparently, from the same location. 3/  https://t.co/FHiJryx0sr",en,[],[],6,87,596,[],https://twitter.com/RALee85/status/1500573732309504000,False,0,[],14900,1.0251876804971802
3517,1.50058e+18,2022-03-06 22:52:57 GTB Standard Time,3/6/2022,22:52:57,ralee85,Rob Lee,6 VDV BMD-2 or BTR-D armored vehicles abandoned near Mikolaiv apparently near the two destroyed D-30 122mm batteries.  https://t.co/JIENmH82pr  https://t.co/ddEaMRu7Xm,en,[],[],28,215,802,[],https://twitter.com/RALee85/status/1500575184335654914,False,1,[],20050,7.50805413066219
3520,1.50058e+18,2022-03-06 23:02:26 GTB Standard Time,3/6/2022,23:02:26,ralee85,Rob Lee,Destroyed and captured Russian BMP-2 and a KamAZ truck in Sumy Oblast.  https://t.co/3MhyNmAJxn  https://t.co/Fq5flwH2HV,en,[],"['https://pbs.twimg.com/media/FNMfF7RXEAgmfcw.png', 'https://pbs.twimg.com/media/FNMfHP-XoAMCtbT.jpg', 'https://pbs.twimg.com/media/FNMfIpwXIAMVbOz.jpg']",7,92,494,[],https://twitter.com/RALee85/status/1500577570198331393,False,1,[],12350,1.0988146863083192
3522,1.50058e+18,2022-03-06 23:06:18 GTB Standard Time,3/6/2022,23:06:18,thestudyofwar,ISW,Here is the latest control-of-terrain #map for #Ukraine by @TheStudyofWar and @criticalthreats. #Russian forces continue to mass for renewed offensive operations east and west of #Kyiv.  https://t.co/604On1OMCI,en,"[{'screen_name': 'thestudyofwar', 'name': 'isw', 'id': '71298686'}, {'screen_name': 'criticalthreats', 'name': 'critical threats', 'id': '106738320'}]",['https://pbs.twimg.com/media/FNMgOhtWYAYs034.jpg'],18,316,570,"['map', 'ukraine', 'russian', 'kyiv']",https://twitter.com/TheStudyofWar/status/1500578540919656451,False,1,[],14250,4.524450860439432
3524,1.50058e+18,2022-03-06 23:11:11 GTB Standard Time,3/6/2022,23:11:11,osinttechnical,OSINTtechnical,The Wikipedia map has finally moved over to a bit more accurate representation of controlled territory within Ukraine.  Definitely shows how a lot of the offensives right now are on the tip of a long logistics string.  https://t.co/s22OFBnw3p,en,[],['https://pbs.twimg.com/media/FNMhWMzXsAELHkl.jpg'],62,668,3391,[],https://twitter.com/Osinttechnical/status/1500579769850683399,False,1,[],84775,4.419781804871066
3526,1.50058e+18,2022-03-06 23:15:42 GTB Standard Time,3/6/2022,23:15:42,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: In #Volchansk, Kharkiv Oblast, a Russian MT-LB was burned down.   Not particularly significant, but curious as Russian forces have had control of this particular locale for days.  https://t.co/1qMT3sUFcJ",en,[],['https://pbs.twimg.com/media/FNMiJjxXEAchsnU.jpg'],31,162,1107,"['ukraine', 'volchansk']",https://twitter.com/UAWeapons/status/1500580909141172229,False,1,[],27675,3.176343402183223
3527,1.50058e+18,2022-03-06 23:16:06 GTB Standard Time,3/6/2022,23:16:06,ralee85,Rob Lee,Ukrainian farmer pulling a captured Russian MT-LB. 2/  https://t.co/0kOGz3Lgr2  https://t.co/9LGAHdPNWk,en,[],[],19,154,1017,[],https://twitter.com/RALee85/status/1500581009154322439,False,1,[],25425,1.2931303075577736
3528,1.50058e+18,2022-03-06 23:17:03 GTB Standard Time,3/6/2022,23:17:03,hannaliubakova,Hanna Liubakova,Netflix vsio,en,[],[],2,1,56,[],https://twitter.com/HannaLiubakova/status/1500581249492176897,False,0,[],1400,0.4041196865267374
3529,1.50058e+18,2022-03-06 23:18:17 GTB Standard Time,3/6/2022,23:18:17,ralee85,Rob Lee,Captured Russian BMD-2.   https://t.co/JnhUjGXkbO  https://t.co/pBd0TFdcZ5,en,[],[],0,53,268,[],https://twitter.com/RALee85/status/1500581557848920070,False,1,[],6700,1.8173064987890069
3533,1.50058e+18,2022-03-06 23:23:53 GTB Standard Time,3/6/2022,23:23:53,thestudyofwar,ISW,"#Russian forces spent the past 24 hours largely regrouping and preparing to renew offensive operations around #Kyiv, #Kharkiv, and #Mykolayiv. Read the latest update from @TheStudyofWar and @criticalthreats  https://t.co/OrPEPi9A3z  https://t.co/gb1qs4IZbv",en,"[{'screen_name': 'thestudyofwar', 'name': 'isw', 'id': '71298686'}, {'screen_name': 'criticalthreats', 'name': 'critical threats', 'id': '106738320'}]",['https://pbs.twimg.com/media/FNMkQEjXIAUojg7.jpg'],12,296,474,"['russian', 'kyiv', 'kharkiv', 'mykolayiv']",https://twitter.com/TheStudyofWar/status/1500582965797134339,False,1,[],11850,7.502492378834119
3536,1.50058e+18,2022-03-06 23:25:48 GTB Standard Time,3/6/2022,23:25:48,hannaliubakova,Hanna Liubakova,#Russia Police in Ekaterinburg are beating a man who who was on the street protesting against the Russian invasion of Ukraine  https://t.co/dXCpDn6Uyv,en,[],[],287,1707,2475,['russia'],https://twitter.com/HannaLiubakova/status/1500583450088247297,False,1,[],61875,-0.18909927426100304
3539,1.50058e+18,2022-03-06 23:29:29 GTB Standard Time,3/6/2022,23:29:29,ralee85,Rob Lee,A parachute in Kharkiv presumably from the aircraft that was shot down earlier. 5/  https://t.co/4iM4l0EPdL  https://t.co/qnCNAHXEJM,en,[],['https://pbs.twimg.com/media/FNMliYaWUAE1QPF.jpg'],8,72,365,[],https://twitter.com/RALee85/status/1500584377025236997,False,1,[],9125,1.7118575324475773
3540,1.50058e+18,2022-03-06 23:30:59 GTB Standard Time,3/6/2022,23:30:59,ralee85,Rob Lee,Destroyed Ukrainian T-64BV tank.   https://t.co/OoHKAfOTa5  https://t.co/dBMgUwg4tz,en,[],[],20,152,650,[],https://twitter.com/RALee85/status/1500584752235139074,False,1,[],16250,1.7977937851595014
3541,1.50059e+18,2022-03-06 23:37:24 GTB Standard Time,3/6/2022,23:37:24,osinttechnical,OSINTtechnical,"Via the @TheStudyofWar map, Russian forces have made very few gains in the last couple of days.   Probably running into short term supply and fuel limitations.  https://t.co/dS6Gi1PDKR",en,"[{'screen_name': 'thestudyofwar', 'name': 'isw', 'id': '71298686'}]",['https://pbs.twimg.com/media/FNMnWItXEAMQEUm.jpg'],45,291,1338,[],https://twitter.com/Osinttechnical/status/1500586370158448641,False,1,[],33450,2.8704391699340803
3542,1.50059e+18,2022-03-06 23:37:26 GTB Standard Time,3/6/2022,23:37:26,osinttechnical,OSINTtechnical,2 days ago  https://t.co/WyrftzAhJI,en,[],['https://pbs.twimg.com/media/FNMnWypXwAUM78F.jpg'],11,31,338,[],https://twitter.com/Osinttechnical/status/1500586378593292291,False,1,[],8450,0.2145842588254292
3545,1.50059e+18,2022-03-06 23:47:43 GTB Standard Time,3/6/2022,23:47:43,liveuamap,Liveuamap,"@Michele58885439 No issues detected earlier today and now, could you share a screen of what you are seeing?",en,[],[],1,0,0,[],https://twitter.com/Liveuamap/status/1500588964553625602,False,0,"[{'screen_name': 'Michele58885439', 'name': 'Michele', 'id': '1434041582660034561'}]",0,3.373012570799922
3546,1.50059e+18,2022-03-06 23:48:56 GTB Standard Time,3/6/2022,23:48:56,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: In #Luhansk Oblast, another LNR/Russian convoy was hit by Ukrainian forces, destroying a MT-LB based vehicle, BTR-80, and a BMP-1 variant.  https://t.co/LeAz7L6BSD",en,[],[],48,593,2510,"['ukraine', 'luhansk']",https://twitter.com/UAWeapons/status/1500589269970264072,False,1,[],62750,1.8818945353354868
3550,1.50059e+18,2022-03-06 23:51:59 GTB Standard Time,3/6/2022,23:51:59,liveuamap,Liveuamap,Kyiv(23:50). Red Alert: aerial threat. Sirens sounding. Take cover now!  https://t.co/B3hvh6jwJn  #Ukraine,en,[],[],9,107,212,['ukraine'],https://twitter.com/Liveuamap/status/1500590036705853441,False,0,[],5300,2.2014046482950405
3551,1.50059e+18,2022-03-06 23:54:26 GTB Standard Time,3/6/2022,23:54:26,ralee85,Rob Lee,Two Ukrainian Su-25 attack aircraft were reportedly shot down today in Kherson. Worth waiting until we see wreckage for confirmation.  https://t.co/5W8aGKA14x  https://t.co/1WRWzIK2Gx,en,[],[],46,256,949,[],https://twitter.com/RALee85/status/1500590657286688775,False,1,[],23725,2.537309650822861
3553,1.50059e+18,2022-03-06 23:54:52 GTB Standard Time,3/6/2022,23:54:52,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: Another loss by the VDV in #Mykolaiv: a 1V119 artillery battalion fire direction vehicle.  https://t.co/c3ONdxw7hn,en,[],['https://pbs.twimg.com/media/FNMrVAyWYAUw8mM.jpg'],54,596,4400,"['ukraine', 'mykolaiv']",https://twitter.com/UAWeapons/status/1500590764304347143,False,1,[],110000,2.7446867814905573
3555,1.50059e+18,2022-03-06 23:57:04 GTB Standard Time,3/6/2022,23:57:04,liveuamap,Liveuamap,Dormitory 8 of Kharkiv National Aviation institute damaged in Russian attack  https://t.co/kH7Dnzyo9N  #Ukraine  https://t.co/Su8kRWoC4K,en,[],"['https://pbs.twimg.com/media/FNMr2JkWUAMWJuM.jpg', 'https://pbs.twimg.com/media/FNMr2V1XEAAc55y.jpg', 'https://pbs.twimg.com/media/FNMr2ikXIAQkd4-.jpg']",18,118,472,['ukraine'],https://twitter.com/Liveuamap/status/1500591319152041984,False,1,[],11800,1.6539851458396408
3561,1.50059e+18,2022-03-07 00:11:19 GTB Standard Time,3/7/2022,0:11:19,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: A destroyed Ukrainian T-64BV tank.  https://t.co/0v9mZPdk8k,en,[],['https://pbs.twimg.com/media/FNMvDpqWUAMhgJj.jpg'],24,147,1146,['ukraine'],https://twitter.com/UAWeapons/status/1500594903335776258,False,1,[],28650,0.8932659348465235
3563,1.5006e+18,2022-03-07 00:13:43 GTB Standard Time,3/7/2022,0:13:43,ralee85,Rob Lee,"What looks like a Tochka-U ballistic missile that reportedly landed in Desyanka, Chernihiv Oblast.   https://t.co/iNqAsPYlXg  https://t.co/iTjEvzBItl",en,[],[],16,122,430,[],https://twitter.com/RALee85/status/1500595506971611138,False,1,[],10750,1.2892790322209087
3569,1.5006e+18,2022-03-07 00:28:44 GTB Standard Time,3/7/2022,0:28:44,ralee85,Rob Lee,Photos of the airport. 6/  https://t.co/EbKpElllmc  https://t.co/WNAXUpH6vv,en,[],"['https://pbs.twimg.com/media/FNMzF-PXEAYWyMm.jpg', 'https://pbs.twimg.com/media/FNMzF-MXsAIm8WL.jpg', 'https://pbs.twimg.com/media/FNMzF-dXsA4tXTl.jpg']",6,65,215,[],https://twitter.com/RALee85/status/1500599286752501769,False,1,[],5375,1.319560600146574
3570,1.5006e+18,2022-03-07 00:29:56 GTB Standard Time,3/7/2022,0:29:56,uaweapons,???? Ukraine Weapons Tracker,#Ukraine: Ukrainian Materiel Procurement services continue.  https://t.co/4AlXGLWoQQ,en,[],[],69,455,2903,['ukraine'],https://twitter.com/UAWeapons/status/1500599590420107264,False,1,[],72575,0.27950579353638005
3571,1.5006e+18,2022-03-07 00:31:04 GTB Standard Time,3/7/2022,0:31:04,thestudyofwar,ISW,"WATCH: ""Russia has very little to offer the countries it's trying to control beyond economic poverty and devastation.""  @TheStudyofWar's Nataliya Bugayova discusses the motivations behind #Putin's invasion of Ukraine on @FoxNews:   https://t.co/8w086ywPqi",en,"[{'screen_name': 'thestudyofwar', 'name': 'isw', 'id': '71298686'}, {'screen_name': 'foxnews', 'name': 'fox news', 'id': '1367531'}]",[],9,53,223,['putin'],https://twitter.com/TheStudyofWar/status/1500599876001935364,False,0,[],5575,2.763463294817573
3585,1.50061e+18,2022-03-07 01:02:36 GTB Standard Time,3/7/2022,1:02:36,osinttechnical,OSINTtechnical,The convoy continues to be stalled,en,[],[],43,130,1134,[],https://twitter.com/Osinttechnical/status/1500607808701665290,False,0,[],28350,0.642896720387974
3587,1.50061e+18,2022-03-07 01:04:11 GTB Standard Time,3/7/2022,1:04:11,osinttechnical,OSINTtechnical,"Per a senior US defense official-   Russia does not have air superiority, Ukrainian AD and Air Force assets continue to operate",en,[],[],22,242,1415,[],https://twitter.com/Osinttechnical/status/1500608210176200709,False,0,[],35375,2.948247233377914
3588,1.50061e+18,2022-03-07 01:09:52 GTB Standard Time,3/7/2022,1:09:52,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: Confirmation of another Russian Helicopter shot down, likely yesterday.   This time it's a Mi-24P with a tail number of RF-94966.  https://t.co/PizsCoaUus",en,[],[],105,1123,5281,['ukraine'],https://twitter.com/UAWeapons/status/1500609640593248257,False,1,[],132025,6.235329793323015
3589,1.50061e+18,2022-03-07 01:18:50 GTB Standard Time,3/7/2022,1:18:50,uaweapons,???? Ukraine Weapons Tracker,"#Ukraine: The Ukrainian Army destroyed another Russian BTR-80, location unknown.  https://t.co/JNYZ9NxS7c",en,[],"['https://pbs.twimg.com/media/FNM-RYnXEAgoc8U.jpg', 'https://pbs.twimg.com/media/FNM-RrcXIAIB39V.jpg']",33,281,1907,['ukraine'],https://twitter.com/UAWeapons/status/1500611896113778695,False,1,[],47675,1.7430881106077507
3597,1.50062e+18,2022-03-07 01:54:58 GTB Standard Time,3/7/2022,1:54:58,osinttechnical,OSINTtechnical,"I guess my best theory would be they havent built any new ones in 30 years and theyre keeping most of the ones they think work in war stock? Im really not sure.  Unless their capability is a lot worse than we thought. Like, AGM-45 bad.",en,[],[],28,46,844,[],https://twitter.com/Osinttechnical/status/1500620990094712838,False,0,[],21100,0.3836726509387557
3598,1.50062e+18,2022-03-07 01:54:58 GTB Standard Time,3/7/2022,1:54:58,osinttechnical,OSINTtechnical,"Russian ARM SEAD and DEAD continues to be nearly nonexistent. Theyre sending SU-25s after some Ukrainian SAM sites, but theyre equipped with dumb bombs and that isnt exactly the best recipe for survivability.   I legitimately think theyve used more SRBMs against the sites.",en,[],[],35,315,1970,[],https://twitter.com/Osinttechnical/status/1500620988546965505,False,0,[],49250,-0.08720633035737016
3599,1.50062e+18,2022-03-07 01:54:59 GTB Standard Time,3/7/2022,1:54:59,osinttechnical,OSINTtechnical,"ARM- anti-radiation missile  SEAD- suppression of air defense  DEAD- destruction of air defense  SAM- surface to air missile  SRBM- short range ballistic missile (Iskander, Tokcha) AGM-45- early US ARM",en,[],[],27,160,1303,[],https://twitter.com/Osinttechnical/status/1500620991097188358,False,0,[],32575,4.165119097211335
3602,1.5008e+18,2022-03-07 14:05:47 GTB Standard Time,3/7/2022,14:05:47,liveuamap,Liveuamap,Consequences of the air strike near the Heroes of the Heavenly Hundred Square in Kharkiv  https://t.co/ddH7cOJz0b  #Ukraine  https://t.co/PJdwJ0YcFp,en,[],['https://pbs.twimg.com/media/FNPuG28XsAIUKBY.jpg'],5,117,197,['ukraine'],https://twitter.com/Liveuamap/status/1500804904021016584,False,1,[],4925,3.6324963929118286
3603,1.5008e+18,2022-03-07 14:06:08 GTB Standard Time,3/7/2022,14:06:08,liveuamap,Liveuamap,Aerial bombardment now targeting Derevyanko street/Pavlove Pole in Kharkiv  https://t.co/fDrbh7Qhh3  #Ukraine,en,[],[],2,46,82,['ukraine'],https://twitter.com/Liveuamap/status/1500804992457973767,False,0,[],2050,2.648138511587665
3608,1.50081e+18,2022-03-07 14:19:06 GTB Standard Time,3/7/2022,14:19:06,liveuamap,Liveuamap,"Based on this new wreckage, jet taken down yesterday over Kharkiv identified as Su-34 ""Fullback"" fighter-bomber. One crew member was captured  https://t.co/sVGiUp03NN via @UAWeapons #Ukraine  https://t.co/o589VNGP0o",en,"[{'screen_name': 'uaweapons', 'name': '???? ukraine weapons tracker', 'id': '1495480590572961792'}]",['https://pbs.twimg.com/media/FNPxJ_3WYAQATJE.jpg'],7,87,270,['ukraine'],https://twitter.com/Liveuamap/status/1500808256704466945,False,1,[],6750,2.4254494488814085
3610,1.50081e+18,2022-03-07 14:24:48 GTB Standard Time,3/7/2022,14:24:48,liveuamap,Liveuamap,Mykolaiv International airport has been cleared of Russian troops - head of regional administration  https://t.co/IMPHg4zBLz  #Ukraine,en,[],[],10,97,361,['ukraine'],https://twitter.com/Liveuamap/status/1500809690619469826,False,0,[],9025,2.362727274432486
3613,1.50083e+18,2022-03-07 15:58:52 GTB Standard Time,3/7/2022,15:58:52,thestudyofwar,ISW,See below for a thread from ISWs Chief of Staff and National Security Fellow explaining the methodology behind the ISW &amp; CTP #Ukraine map.,en,[],[],7,37,103,['ukraine'],https://twitter.com/TheStudyofWar/status/1500833363904638977,False,0,[],2575,2.4260620491742717
3614,1.50083e+18,2022-03-07 16:00:51 GTB Standard Time,3/7/2022,16:00:51,liveuamap,Liveuamap,Residential apartments block is on fire at Krasnodarska street in Kharkiv after shelling  https://t.co/fgBSwtwUHb  #Ukraine  https://t.co/bF4Hi8KTAR,en,[],['https://pbs.twimg.com/media/FNQIca_XEAs0vVw.jpg'],3,86,159,['ukraine'],https://twitter.com/Liveuamap/status/1500833861911068681,False,1,[],3975,1.8297766649986054
